ResponseId,MainBranch,AISelect,ConvertedCompYearly,WorkExp,YearsCode,Age,DevType,Country,OrgSize,EdLevel,RemoteWork,Employment,treat,log_salary
31833,I am a developer by profession,"Yes, I use AI tools daily",140000.0,1.0,5.0,18-24 years old,Cybersecurity or InfoSec professional,United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.84939770159144
31835,I am a developer by profession,"Yes, I use AI tools daily",53947.0,2.0,11.0,25-34 years old,AI/ML engineer,Netherlands,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.895757362096592
31839,I am a developer by profession,"No, but I plan to soon",96292.0,11.0,15.0,35-44 years old,"Developer, back-end",Germany,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.47514052060747
31842,I am a developer by profession,"Yes, I use AI tools daily",116015.0,7.0,13.0,25-34 years old,"Developer, full-stack",Ireland,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.661474772073467
31844,I am a developer by profession,"Yes, I use AI tools daily",35949.0,9.0,9.0,25-34 years old,"Developer, back-end",Ukraine,"Just me - I am a freelancer, sole proprietor, etc.","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"Independent contractor, freelancer, or self-employed",1,10.489856546350627
31846,I am a developer by profession,"No, and I don't plan to",130000.0,30.0,35.0,55-64 years old,"Developer, full-stack",United States of America,100 to 499 employees,Some college/university study without earning a degree,In-person,Employed,0,11.77528972943772
31848,I am a developer by profession,"Yes, I use AI tools daily",233000.0,29.0,18.0,45-54 years old,"Developer, QA or test",United States of America,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.358793732547838
31851,I am a developer by profession,"Yes, I use AI tools daily",63932.0,14.0,16.0,35-44 years old,"Developer, full-stack",India,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.065575297488545
31852,I am a developer by profession,"Yes, I use AI tools daily",96292.0,12.0,23.0,35-44 years old,"Developer, full-stack",Germany,20 to 99 employees,Other (please specify):,"Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.47514052060747
31854,I am a developer by profession,"Yes, I use AI tools daily",46406.0,8.0,15.0,25-34 years old,"Developer, full-stack",France,"Just me - I am a freelancer, sole proprietor, etc.",Some college/university study without earning a degree,Remote,"Independent contractor, freelancer, or self-employed",1,10.745184040199312
31855,I am a developer by profession,"Yes, I use AI tools daily",3487.0,1.0,4.0,25-34 years old,"Developer, full-stack",India,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,8.156797046675651
31858,I am a developer by profession,"Yes, I use AI tools daily",92812.0,9.0,10.0,25-34 years old,"Developer, full-stack",Finland,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.438331220759258
31864,I am a developer by profession,"Yes, I use AI tools daily",170000.0,9.0,9.0,35-44 years old,"Developer, full-stack",United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.043553716032399
31868,I am a developer by profession,"No, but I plan to soon",113000.0,30.0,40.0,45-54 years old,"Developer, full-stack",United States of America,I don’t know,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.635143097694478
31881,I am a developer by profession,"Yes, I use AI tools daily",130193.0,2.0,7.0,25-34 years old,"Developer, desktop or enterprise applications",Switzerland,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.77677324387044
31883,I am a developer by profession,"Yes, I use AI tools daily",30946.0,15.0,25.0,35-44 years old,"Developer, back-end",Brazil,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.339999029049618
31886,I am a developer by profession,"No, and I don't plan to",49886.0,11.0,14.0,35-44 years old,"Developer, full-stack",France,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,10.817495681252732
31888,I am a developer by profession,"No, and I don't plan to",250000.0,11.0,16.0,35-44 years old,"Developer, back-end",United States of America,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,12.429216196844383
31889,I am a developer by profession,"Yes, I use AI tools daily",200000.0,28.0,35.0,45-54 years old,Engineering manager,United States of America,"10,000 or more employees",Some college/university study without earning a degree,Remote,Employed,1,12.206072645530174
31892,I am a developer by profession,"Yes, I use AI tools daily",52530.0,27.0,39.0,45-54 years old,"Developer, full-stack",Canada,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.869139713948007
31896,I am a developer by profession,"Yes, I use AI tools daily",105000.0,3.0,10.0,25-34 years old,"Developer, back-end",United States of America,"5,000 to 9,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.56171562913966
31897,I am a developer by profession,"Yes, I use AI tools daily",116015.0,18.0,23.0,35-44 years old,Engineering manager,Austria,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.661474772073467
31899,I am a developer by profession,"Yes, I use AI tools daily",200000.0,14.0,20.0,35-44 years old,Engineering manager,United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,12.206072645530174
31903,I am a developer by profession,"No, and I don't plan to",98612.0,20.0,28.0,35-44 years old,"Developer, game or graphics",France,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,0,11.498948237039368
31904,I am a developer by profession,"Yes, I use AI tools daily",175000.0,10.0,14.0,35-44 years old,Data engineer,United States of America,20 to 99 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Remote,Employed,1,12.072541252905651
31909,I am a developer by profession,"No, but I plan to soon",326740.0,31.0,43.0,55-64 years old,"Senior executive (C-suite, VP, etc.)",United Kingdom of Great Britain and Northern Ireland,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,12.6969200265805
31910,I am a developer by profession,"Yes, I use AI tools daily",10171.0,2.0,7.0,18-24 years old,"Developer, back-end",India,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.227295812625597
31912,I am a developer by profession,"Yes, I use AI tools daily",250000.0,20.0,20.0,45-54 years old,Engineering manager,United States of America,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,12.429216196844383
31914,I am a developer by profession,"Yes, I use AI tools daily",46406.0,3.0,5.0,18-24 years old,"Developer, full-stack",Estonia,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.745184040199312
31925,I am a developer by profession,"Yes, I use AI tools daily",30000.0,5.0,7.0,18-24 years old,"Developer, mobile",United States of America,"Just me - I am a freelancer, sole proprietor, etc.",Some college/university study without earning a degree,Remote,"Independent contractor, freelancer, or self-employed",1,10.308952660644293
31926,I am a developer by profession,"No, but I plan to soon",24000.0,12.0,12.0,35-44 years old,"Architect, software or solutions",Nicaragua,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,0,10.085809109330082
31927,I am a developer by profession,"No, but I plan to soon",38278.0,14.0,22.0,35-44 years old,"Developer, full-stack",Russian Federation,500 to 999 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,10.552630597598018
31928,I am a developer by profession,"Yes, I use AI tools daily",48000.0,15.0,20.0,35-44 years old,"Developer, full-stack",Spain,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.778956289890028
31929,I am a developer by profession,"Yes, I use AI tools daily",35497.0,21.0,21.0,45-54 years old,"Architect, software or solutions",Brazil,500 to 999 employees,"Associate degree (A.A., A.S., etc.)",Remote,Employed,1,10.477203464850332
31935,I am a developer by profession,"Yes, I use AI tools daily",48726.0,6.0,10.0,25-34 years old,"Developer, full-stack",Latvia,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,10.793968047510466
31937,I am a developer by profession,"Yes, I use AI tools daily",23665.0,3.0,9.0,25-34 years old,"Developer, full-stack",Brazil,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.071752442340347
31953,I am a developer by profession,"No, but I plan to soon",110000.0,36.0,45.0,55-64 years old,"Developer, back-end",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,0,11.608235644774552
31958,I am a developer by profession,"Yes, I use AI tools daily",49895.0,4.0,11.0,18-24 years old,"Developer, back-end",Sweden,20 to 99 employees,Some college/university study without earning a degree,"Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.817676076318413
31959,I am a developer by profession,"Yes, I use AI tools daily",58007.0,17.0,15.0,35-44 years old,"Developer, back-end",Bulgaria,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.968318971901319
31963,I am a developer by profession,"Yes, I use AI tools daily",17792.0,1.0,2.0,18-24 years old,"Developer, full-stack",Bulgaria,"Just me - I am a freelancer, sole proprietor, etc.",Some college/university study without earning a degree,Remote,"Independent contractor, freelancer, or self-employed",1,9.78650419705031
31973,I am a developer by profession,"No, and I don't plan to",142000.0,8.0,16.0,25-34 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,0,11.863582336583399
31986,I am a developer by profession,"Yes, I use AI tools daily",91600.0,4.0,10.0,18-24 years old,"Developer, embedded applications or devices",United States of America,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.425186550662222
31988,I am a developer by profession,"No, but I plan to soon",150000.0,11.0,15.0,35-44 years old,"Developer, desktop or enterprise applications",United States of America,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.918390573078392
31989,I am a developer by profession,"Yes, I use AI tools daily",114000.0,8.0,9.0,35-44 years old,"Developer, full-stack",United States of America,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.643953727376633
31997,I am a developer by profession,"No, and I don't plan to",45873.0,24.0,31.0,45-54 years old,"Developer, full-stack",Brazil,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,10.733631987676262
32005,I am a developer by profession,"No, and I don't plan to",69862.0,3.0,14.0,25-34 years old,"Developer, embedded applications or devices",Poland,"5,000 to 9,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,11.154277146636973
32019,I am a developer by profession,"Yes, I use AI tools daily",350000.0,15.0,22.0,35-44 years old,Engineering manager,United States of America,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.765688433465597
32020,I am a developer by profession,"Yes, I use AI tools daily",145000.0,36.0,36.0,45-54 years old,"Developer, full-stack",United States of America,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.884489021402711
32032,I am a developer by profession,"Yes, I use AI tools daily",49886.0,2.0,8.0,25-34 years old,"Developer, full-stack",France,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.817495681252732
32033,I am a developer by profession,"Yes, I use AI tools daily",142475.0,10.0,14.0,25-34 years old,"Developer, full-stack",United States of America,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.8669218247032
32035,I am a developer by profession,"Yes, I use AI tools daily",85000.0,2.0,9.0,25-34 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.350406535472453
32037,I am a developer by profession,"No, and I don't plan to",76570.0,11.0,13.0,35-44 years old,"Developer, full-stack",Germany,"5,000 to 9,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.245960634107169
32042,I am a developer by profession,"Yes, I use AI tools daily",68134.0,25.0,30.0,45-54 years old,"Developer, full-stack",Sweden,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.129231633331518
32044,I am a developer by profession,"No, and I don't plan to",115304.0,32.0,40.0,45-54 years old,"Developer, full-stack",Sweden,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,11.655327397762939
32045,I am a developer by profession,"Yes, I use AI tools daily",42412.0,10.0,15.0,35-44 years old,"Developer, back-end",Chile,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.655186620045688
32050,I am a developer by profession,"Yes, I use AI tools daily",50000.0,9.0,13.0,25-34 years old,Student,United States of America,100 to 499 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.819778284410283
32054,I am a developer by profession,"Yes, I use AI tools daily",176000.0,12.0,16.0,25-34 years old,Engineering manager,United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.078239274020289
32057,I am a developer by profession,"Yes, I use AI tools daily",162000.0,17.0,26.0,35-44 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.99535161421452
32063,I am a developer by profession,"Yes, I use AI tools daily",121815.0,13.0,14.0,35-44 years old,"Developer, back-end",Spain,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.71025877938462
32070,I am a developer by profession,"Yes, I use AI tools daily",1747.0,8.0,12.0,25-34 years old,"Developer, full-stack",Ethiopia,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,7.465655310134056
32080,I am a developer by profession,"Yes, I use AI tools daily",89065.0,35.0,38.0,55-64 years old,"Developer, full-stack",Chile,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.397121719226586
32084,I am a developer by profession,"No, but I plan to soon",76606.0,31.0,40.0,55-64 years old,"Developer, desktop or enterprise applications",Canada,20 to 99 employees,"Associate degree (A.A., A.S., etc.)",Remote,Employed,0,11.24643068164285
32085,I am a developer by profession,"No, but I plan to soon",131325.0,20.0,25.0,35-44 years old,Cloud infrastructure engineer,Canada,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.785430445822163
32088,I am a developer by profession,"Yes, I use AI tools daily",165000.0,12.0,23.0,35-44 years old,Other (please specify):,United States of America,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.013700752882718
32092,I am a developer by profession,"No, and I don't plan to",58007.0,3.0,7.0,18-24 years old,"Developer, back-end",Germany,100 to 499 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Remote,Employed,0,10.968318971901319
32093,I am a developer by profession,"Yes, I use AI tools daily",1358.0,4.0,10.0,25-34 years old,"Developer, back-end",Tunisia,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,7.213768308118642
32104,I am a developer by profession,"No, and I don't plan to",175000.0,10.0,20.0,25-34 years old,"Developer, front-end",United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,12.072541252905651
32110,I am a developer by profession,"Yes, I use AI tools daily",162523.0,25.0,29.0,45-54 years old,AI/ML engineer,Australia,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.998574809197844
32120,I am a developer by profession,"Yes, I use AI tools daily",93.0,7.0,13.0,25-34 years old,"Developer, full-stack",Armenia,20 to 99 employees,Some college/university study without earning a degree,Remote,Employed,1,4.532599493153256
32127,I am a developer by profession,"No, and I don't plan to",143000.0,7.0,11.0,25-34 years old,Support engineer or analyst,United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,0,11.870599909242044
32132,I am a developer by profession,"Yes, I use AI tools daily",183562.0,11.0,17.0,25-34 years old,Engineering manager,Thailand,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,12.120307764069373
32134,I am a developer by profession,"Yes, I use AI tools daily",124029.0,25.0,32.0,45-54 years old,"Developer, back-end",Canada,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.728270688211364
32138,I am a developer by profession,"Yes, I use AI tools daily",33428.0,4.0,8.0,25-34 years old,"Architect, software or solutions",China,20 to 99 employees,Some college/university study without earning a degree,In-person,Employed,1,10.417149151121327
32148,I am a developer by profession,"No, and I don't plan to",160000.0,5.0,10.0,25-34 years old,"Developer, desktop or enterprise applications",United States of America,"5,000 to 9,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.982929094215963
32155,I am a developer by profession,"Yes, I use AI tools daily",106615.0,30.0,30.0,45-54 years old,"Developer, back-end",Australia,"1,000 to 4,999 employees","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.576979493760334
32157,I am a developer by profession,"Yes, I use AI tools daily",114545.0,18.0,25.0,35-44 years old,"Developer, full-stack",Canada,Less than 20 employees,Some college/university study without earning a degree,Remote,Employed,1,11.648723037867448
32158,I am a developer by profession,"Yes, I use AI tools daily",8283.0,2.0,3.0,18-24 years old,"Developer, full-stack",Brazil,"10,000 or more employees",Some college/university study without earning a degree,Remote,Employed,1,9.021960500598263
32163,I am a developer by profession,"Yes, I use AI tools daily",44043.0,15.0,20.0,35-44 years old,"Developer, back-end",Colombia,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.69292170840757
32177,I am a developer by profession,"Yes, I use AI tools daily",10462.0,5.0,11.0,25-34 years old,"Developer, mobile",India,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.255504923930557
32181,I am a developer by profession,"Yes, I use AI tools daily",9271.0,4.0,8.0,25-34 years old,"Developer, full-stack",Philippines,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,9.134646527606982
32182,I am a developer by profession,"Yes, I use AI tools daily",22647.0,10.0,15.0,35-44 years old,"Developer, desktop or enterprise applications",Sri Lanka,"5,000 to 9,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.027782671807735
32200,I am a developer by profession,"Yes, I use AI tools daily",160128.0,13.0,16.0,25-34 years old,Cloud infrastructure engineer,Bulgaria,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.983728774386528
32201,I am a developer by profession,"Yes, I use AI tools daily",46496.0,15.0,13.0,35-44 years old,"Developer, full-stack",India,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,10.747121566370009
32240,I am a developer by profession,"Yes, I use AI tools daily",11601.0,6.0,9.0,18-24 years old,"Developer, full-stack",Greece,Less than 20 employees,Some college/university study without earning a degree,In-person,Employed,1,9.358846580275406
32243,I am a developer by profession,"Yes, I use AI tools daily",39473.0,2.0,6.0,18-24 years old,"Developer, back-end",Kenya,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.583372172862495
32261,I am a developer by profession,"Yes, I use AI tools daily",36818.0,9.0,13.0,25-34 years old,"Developer, full-stack",Bangladesh,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,10.513742135006508
32271,I am a developer by profession,"Yes, I use AI tools daily",14562.0,2.0,5.0,25-34 years old,"Developer, full-stack",Malaysia,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,9.586170674954657
32276,I am a developer by profession,"Yes, I use AI tools daily",93972.0,15.0,25.0,45-54 years old,"Developer, desktop or enterprise applications",Portugal,100 to 499 employees,Some college/university study without earning a degree,Remote,Employed,1,11.450752144538939
32290,I am a developer by profession,"Yes, I use AI tools daily",64674.0,8.0,15.0,35-44 years old,"Developer, front-end",South Korea,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.077114545009684
32299,I am a developer by profession,"Yes, I use AI tools daily",9166.0,14.0,2.0,35-44 years old,"Developer, mobile",Iraq,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,9.123256265069069
32304,I am a developer by profession,"No, and I don't plan to",42125.0,40.0,40.0,55-64 years old,Project manager,Czech Republic,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)","Independent contractor, freelancer, or self-employed",0,10.648396667654662
32318,I am a developer by profession,"Yes, I use AI tools daily",53651.0,5.0,6.0,25-34 years old,"Developer, back-end",Ukraine,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,10.890255387214118
32320,I am a developer by profession,"Yes, I use AI tools daily",15149.0,5.0,5.0,18-24 years old,"Developer, back-end",Turkey,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,9.625689802158323
32331,I am a developer by profession,"Yes, I use AI tools daily",69744.0,11.0,11.0,25-34 years old,Data scientist,India,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.152586674478174
32338,I am a developer by profession,"Yes, I use AI tools daily",25415.0,1.0,7.0,25-34 years old,AI/ML engineer,Taiwan,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,10.143094829881003
32342,I am a developer by profession,"Yes, I use AI tools daily",13949.0,7.0,5.0,25-34 years old,"Developer, full-stack",India,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,9.543163100092235
32352,I am a developer by profession,"Yes, I use AI tools daily",39380.0,5.0,11.0,25-34 years old,"Developer, back-end",Japan,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.581013352193116
32386,I am a developer by profession,"Yes, I use AI tools daily",60038.0,15.0,24.0,35-44 years old,"Developer, full-stack",Poland,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.002732974066655
32394,I am a developer by profession,"Yes, I use AI tools daily",81210.0,11.0,17.0,25-34 years old,"Developer, full-stack",France,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.304793671276457
32400,I am a developer by profession,"Yes, I use AI tools daily",33710.0,5.0,8.0,25-34 years old,AI/ML engineer,India,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.425549808228107
32403,I am a developer by profession,"Yes, I use AI tools daily",92812.0,11.0,17.0,25-34 years old,"Developer, back-end",Netherlands,500 to 999 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.438331220759258
32405,I am a developer by profession,"Yes, I use AI tools daily",136450.0,7.0,9.0,25-34 years old,"Developer, back-end",Poland,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.823713526136485
32409,I am a developer by profession,"Yes, I use AI tools daily",28415.0,7.0,3.0,18-24 years old,"Developer, full-stack",South Africa,Less than 20 employees,Other (please specify):,In-person,Employed,1,10.254672453731223
32421,I am a developer by profession,"Yes, I use AI tools daily",54527.0,18.0,24.0,35-44 years old,"Developer, back-end",Italy,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.906451270818945
32430,I am a developer by profession,"Yes, I use AI tools daily",34804.0,16.0,12.0,35-44 years old,"Developer, full-stack",Greece,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.457487601685916
32439,I am a developer by profession,"Yes, I use AI tools daily",40531.0,5.0,9.0,25-34 years old,"Developer, back-end",Austria,20 to 99 employees,Some college/university study without earning a degree,"Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.609822392399646
32450,I am a developer by profession,"Yes, I use AI tools daily",69088.0,10.0,10.0,25-34 years old,"Developer, front-end",Japan,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.143136333314533
32472,I am a developer by profession,"Yes, I use AI tools daily",10000.0,11.0,12.0,25-34 years old,"Developer, desktop or enterprise applications",Ukraine,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,9.210340371976184
32476,I am a developer by profession,"Yes, I use AI tools daily",4000.0,11.0,17.0,25-34 years old,"Developer, back-end",Ukraine,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"Independent contractor, freelancer, or self-employed",1,8.294049640102028
32477,I am a developer by profession,"Yes, I use AI tools daily",232479.0,18.0,25.0,35-44 years old,Engineering manager,India,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,12.356555177349573
